id,maintainable_item,part,position_1pm,failure_mode_tm,failure_cause_tm,work_order_type,work_order,work_order_desc,actual_start_date,actual_finish,equip_name,equip_id,notification,long_text_notification,material,material_desc,batch,purchase_item_text,operation,vendor,workstream,model,model_size,model_variant,edited_flag,censored,remove,cum_smu_hours,actual_materials_cost,actual_services_cost
12,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,431119374,Replace RP1 Contact tips,30/01/2014,30/01/2014,3131.01.04.74-TK015,3131.01.04.74-TK015,405795284,30.01.2014 01:56:36 Danny Wallace (WALLD92)  Replace RP1 Contact tips as worn. 1x elect. 2hrs 1x 10366621  * Replace     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,3859,2984.72,0
15,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,431132444,replace contact tips,5/02/2014,5/02/2014,3131.01.04.74-TK016,3131.01.04.74-TK016,405869241,05.02.2014 02:44:04 Robert Finn (FINNR1)    Define work requirements; including known materials specialist labour special tools that are required:  replace contact tips. one electrician one hour. parts form bma store 2 of 10366621    *     *    ,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,3713,5969.44,0
16,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM01,411925813,Install some SRB into BM2 to clean commu,6/02/2014,6/02/2014,3131.01.04.74-TK018,3131.01.04.74-TK018,405499011,05.01.2014 18:55:15 Danny Wallace (WALLD92)   Install some SRB into BM2 to clean commutator stall marks 1x Elect 1hour. 4x SRB 10366617   * Notification     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366617,"BRUSH,SRB,KOMATSU GE0704",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,14798,804.46,0
17,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,rough rotor surface,PM01,411925813,Install some SRB into BM2 to clean commu,6/02/2014,6/02/2014,3131.01.04.74-TK018,3131.01.04.74-TK018,405499011,05.01.2014 18:55:15 Danny Wallace (WALLD92)   Install some SRB into BM2 to clean commutator stall marks 1x Elect 1hour. 4x SRB 10366617   * Notification     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,14798,804.46,0
49,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM03,431260095,Replace RP contactor,6/04/2014,6/04/2014,3131.01.04.74-TK022,3131.01.04.74-TK022,406597413,05.04.2014 01:30:54 Christopher Ganter (GANTC) Replace RP contactor.,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,15171,5969.44,0
50,Diode Board: DIOD-21,Diode Board,,Failed,Age,PM03,431259585,IGBT Failure,7/04/2014,7/04/2014,3131.01.04.74-TK022,3131.01.04.74-TK022,406594593,04.04.2014 17:17:13 Ronald Piggott (PIGGR9) code 125-4 11B+ fault 11B- fault code 173-5 12B+ and 12 B- fault 04.04.2014 17:22:03 Ronald Piggott (PIGGR9) 17FM 797A1 58E-4300180 by two 17FM 796A1 58E-4300170 by two 1 x elect 12 hrs,10368990,"CARD,DIODE,C/W SOUND CARD,BIRRANA B12071",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,15186,1255,0
18,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,431131849,Blower fault,6/02/2014,6/02/2014,3131.01.04.74-TK024,3131.01.04.74-TK024,405865614,04.02.2014 20:44:20 Ronald Piggott (PIGGR9) blower motor has short brushes  1x electrician 8 x brushes part no 10366692 6 hrs,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,1,0,0,13774,336.81,0
19,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,431134735,rp contactor tips need changing,6/02/2014,6/02/2014,3131.01.04.74-TK018,3131.01.04.74-TK018,405880541,05.02.2014 23:29:54 Ronald Piggott (PIGGR9) RP 1 RP 2 contact tips need replacing  1x electrician 2hrs parts 2x contactor kits 10366621,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,14798,5969.44,0
20,Grid Blower Motor Brushes: MOTR-BRSH-51,Contactor Tip,,Worn,Age,PM03,431131849,Blower fault,6/02/2014,6/02/2014,RD24,3131.01.04.74-TK024,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,13774,0,0
54,Gen Field Contactor: CTCR-22,,,,,PM03,431280406,Rd18 Contanctor fault,17/04/2014,18/04/2014,3131.01.04.74-TK018,3131.01.04.74-TK018,406722485,,10444327,"CONTACTOR,MAGNETIC,P1,P2,KOMATSU VE1317",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,15924,1862.39,0
21,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,R,Worn,Damaged Rotor,PM01,411925813,Install some SRB into BM2 to clean commu,6/02/2014,6/02/2014,RD18,3131.01.04.74-TK018,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,1,0,0,14798,0,0
22,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,F,Worn,Age,PM01,411925813,Install some SRB into BM2 to clean commu,6/02/2014,6/02/2014,RD18,3131.01.04.74-TK018,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,1,0,0,14798,0,0
23,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,431141184,Replace RP1 contact Tips,10/02/2014,10/02/2014,3131.01.04.74-TK020,3131.01.04.74-TK020,405914081,08.02.2014 23:10:29 Danny Wallace (WALLD92)   Replace RP1 contact Tips as one side is worn out while other is okish. 10366621 elect x 2 hrs   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,15344,2984.72,0
58,Horn: HORN-21,horn,,Failed,internal fault,PM01,412159366,Workshop horn not working,3/05/2014,3/05/2014,3131.01.04.74-TK015,3131.01.04.74-TK015,406400911,19.03.2014 17:48:23 Danny Wallace (WALLD92)  Workshop horn not working needs investergating belive horn broken  1x HE-6002-00 komatsu part number 1x electrician 2hrs   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *     20.03.2014 05:13:47 Robert Bosnjak (BOSNR) Can the part number be checked please as it don't come up in e-cat or SAP system. 26.03.2014 02:28:37 Christopher Ganter (GANTC) This needs to be direct purchased. It is not in e-cat.,10510989,"HORN,SIGNAL,FORWARD HORN,117DB AT 1.2M,1",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,1,0,1,5314,291,0
59,Horn: HORN-21,horn,,Failed,age,PM01,412159366,Workshop horn not working,3/05/2014,3/05/2014,3131.01.04.74-TK015,3131.01.04.74-TK015,406400911,19.03.2014 17:48:23 Danny Wallace (WALLD92)  Workshop horn not working needs investergating belive horn broken  1x HE-6002-00 komatsu part number 1x electrician 2hrs   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *     20.03.2014 05:13:47 Robert Bosnjak (BOSNR) Can the part number be checked please as it don't come up in e-cat or SAP system. 26.03.2014 02:28:37 Christopher Ganter (GANTC) This needs to be direct purchased. It is not in e-cat.,10001412,"HORN,DISK,24V,ASHDOWN ACX5101",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,1,0,0,5314,291,0
24,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,431141186,Replace ALT brushes,15/02/2014,15/02/2014,3131.01.04.74-TK020,3131.01.04.74-TK020,405914145,08.02.2014 23:17:34 Danny Wallace (WALLD92) Replace short ALT brushes 2x 10366693 1 elect 2hours  *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366693,"BRUSH,R320,KOMATSU VE7263",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,15416,284.65,0
27,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,431155679,RP 1 contact tips welded GR,15/02/2014,16/02/2014,3131.01.04.74-TK018,3131.01.04.74-TK018,405992438,15.02.2014 04:18:02 Ronald Piggott (PIGGR9) RP 1 has melted contact tips they need replacing 1 x electrician 4 hrs 1x contact kit 10366621,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,14949,5035.38,0
28,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip2,Worn,Age,PM03,431155679,RP 1 contact tips welded GR,15/02/2014,16/02/2014,3131.01.04.74-TK018,3131.01.04.74-TK018,405992438,15.02.2014 04:18:02 Ronald Piggott (PIGGR9) RP 1 has melted contact tips they need replacing 1 x electrician 4 hrs 1x contact kit 10366621,10369098,"CONTACTOR,KOMATSU GE0647",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,1,0,1,14949,5035.38,0
30,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,431166233,Alternator Brushes / Blower Brushes Repl,20/02/2014,20/02/2014,3131.01.04.74-TK023,3131.01.04.74-TK023,406055367,20.02.2014 02:08:49 Eric Abbott (GRABBE)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):Alternator Brushes / Blower Brushes Replace worn below limit Part Number VE 8445 X 3 VE 4034 X 2 This task will take 1 x Electrician 2hrs to Complete     * Create Notification     Define work requirements; including known materials specialist labour special tools that are required:1 x Electrician plus parts     * Nil     *      ,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,14688,126.3,0
64,Grid Blower Motor: MOTR-51,Blower Motor,F,,,PM02,423325849,12000H Mech Repl LH Grid Blwr Motr RD20,6/05/2014,7/05/2014,3131.01.04.74-TK020,3131.01.04.74-TK020,406142450,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,1,1,0,16682,11242.5,0
65,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,F,,,PM02,423325848,12000H Mech Repl RH Grid Blwr Motr RD20,7/05/2014,7/05/2014,3131.01.04.74-TK020,3131.01.04.74-TK020,406142448,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,1,1,0,16696,11242.5,0
66,Grid Blower Motor: MOTR-51,Blower Motor,R,,,PM02,423325848,12000H Mech Repl RH Grid Blwr Motr RD20,7/05/2014,7/05/2014,3131.01.04.74-TK020,3131.01.04.74-TK020,406142448,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,1,1,0,16696,11242.5,0
31,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,,Worn,Age,PM03,431166233,Alternator Brushes / Blower Brushes Repl,20/02/2014,20/02/2014,RD23,3131.01.04.74-TK023,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,14688,0,0
32,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,431178280,REPLACE RP CONTACTOR TIPS,26/02/2014,26/02/2014,3131.01.04.74-TK014,3131.01.04.74-TK014,406120726,25.02.2014 12:39:35 Stuart Mau (MAUST)    Define work requirements; including known materials specialist labour special tools that are required: contact tips are worn and require replacing . 1 x electrician 2 hours 2 x 10366621 .    *     *     ,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,4383,5969.44,0
36,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,431198045,RP1 faulty will need to be replaced,7/03/2014,17/03/2014,3131.01.04.74-TK023,3131.01.04.74-TK023,406234305,06.03.2014 13:41:23 Lachlan King (KINGLA91) RP1 ARC CHUTE FAULTY CAUSING RP TO STICK AND BURN OUT. CONTACTOR WILL NEED TO BE REPLACED.  1 X RP CONTACTOR (10369098) 1 X RP CONTACTOR TIPS KIT (10366621) 1 X ARC CHUTE (10386435)   1 X ELECTRICIAN 2 HRS,10369098,"CONTACTOR,KOMATSU GE0647",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,14909,-5016.81,0
37,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,431214193,replace 2 contact tip contacts,14/03/2014,14/03/2014,3131.01.04.74-TK015,3131.01.04.74-TK015,406331448,14.03.2014 00:57:39 Robert Finn (FINNR1)    Define work requirements; including known materials specialist labour special tools that are required:  replace wonr contact tips. one electrician 2 hours. parts 2 of 10366621.   *     *    ,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,4481,5969.44,0
38,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,431244911,Replace RP contact Tips,28/03/2014,29/03/2014,3131.01.04.74-TK013,3131.01.04.74-TK013,406509581,28.03.2014 15:27:20 Danny Wallace (WALLD92)  Replace Contact tips x2 GE1075 10366621 x2 electrican x3hrs   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,5192,5969.44,0
72,Retard Speed Control Dial: DIAL-01,Motor Brush,,Failed,Age,PM03,431342900,RSC pot U/S,19/05/2014,19/05/2014,3131.01.04.74-TK024,3131.01.04.74-TK024,407143712,18.05.2014 14:53:21 Daniel Pomeroy (POMED) Replace RSC pot 10366576   Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):     *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366576,"POTENTIOMETER,RSC,KOMATSU ED2863",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,14969,578.28,0
73,Power Supply: PWRS-21,,R,,,PM03,431353258,5v Power supply out of limits(Repairable,23/05/2014,24/05/2014,3131.01.04.74-TK025,3131.01.04.74-TK025,407205445,23.05.2014 09:02:29 Danny Wallace (WALLD92)  5v Power supply out of limits replace. 10367105 x1 electrician x3  *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10369105,"PANEL,PSY,GATE DRIVER,KOMATSU GE0159",NEW,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,15176,475,0
74,Power Supply: PWRS-21,,F,,,PM03,431353258,5v Power supply out of limits(Repairable,23/05/2014,24/05/2014,3131.01.04.74-TK025,3131.01.04.74-TK025,407205445,23.05.2014 09:02:29 Danny Wallace (WALLD92)  5v Power supply out of limits replace. 10367105 x1 electrician x3  *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10517030,"POWER SUPPLY,KOMATSU GE0755",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,15176,475,0
75,Phase Module (IGBT): MODU-01,Phase Module,POS,Failed,Internal Failure,PM03,431361089,Inverter fault,27/05/2014,30/05/2014,3131.01.04.74-TK021,3131.01.04.74-TK021,407250366,27.05.2014 09:02:31 Owen Nugent (NUGEO91)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Inverter fault 173/4 173/5   *  Truck has gone down on the ramp at 12S numerous times parked up now. We don't stock 930E-4 phase modules for some reason so I'll check at Downers.   Define work requirements; including known materials specialist labour special tools that are required:  Electrician to investigate which phase module is U/S and get one ordered and replace - 12 hours   *  nil   *  nil  ,10869882,,,INVERTER NEG,Goonyella Riverside Mine,30100768,Drive System (HV),0.093,,,0,0,0,16238,51820.96,0
76,Phase Module (IGBT): MODU-01,Phase Module,NEG,Failed,Internal Failure,PM03,431361089,Inverter fault,27/05/2014,30/05/2014,3131.01.04.74-TK021,3131.01.04.74-TK021,407250366,27.05.2014 09:02:31 Owen Nugent (NUGEO91)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Inverter fault 173/4 173/5   *  Truck has gone down on the ramp at 12S numerous times parked up now. We don't stock 930E-4 phase modules for some reason so I'll check at Downers.   Define work requirements; including known materials specialist labour special tools that are required:  Electrician to investigate which phase module is U/S and get one ordered and replace - 12 hours   *  nil   *  nil  ,10869883,,,INVERTER POS,Goonyella Riverside Mine,30100768,Drive System (HV),0.093,,,0,0,0,16238,51820.96,0
39,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM02,423291930,500H Mech Svce Truck Rear Dump RD23,31/03/2014,31/03/2014,3131.01.04.74-TK023,3131.01.04.74-TK023,406064107,,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,15282,8717.22,0
40,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM02,423291930,500H Mech Svce Truck Rear Dump RD23,31/03/2014,31/03/2014,3131.01.04.74-TK023,3131.01.04.74-TK023,406064107,,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,15282,8717.22,0
41,Grid Blower Motor Brushes: MOTR-BRSH-51,Contactor Tip,,Worn,Age,PM02,423291930,500H Mech Svce Truck Rear Dump RD23,31/03/2014,31/03/2014,RD23,3131.01.04.74-TK023,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,15282,0,0
80,Retard Contactor: CTCR-21,Contactor,RP1,Damaged,tip maintenance,PM03,431395386,RD18 RP Contactor fault,13/06/2014,15/06/2014,3131.01.04.74-TK018,3131.01.04.74-TK018,407458944,13.06.2014 07:15:52 Lachlan King (KINGLA91) RD18 RP1 contactor fault on inspection found contactor melted shut and major damage to contactor will need to be replaced.   Define work requirements; including known materials specialist labour special tools that are required:  1 x Electrician 4 hrs  1 x RP Contactor (10369098)  Note: Couldn't remove arc chute due to damage new contactor should come with arc chute if not will need a new one.   *     *    ,10369098,"CONTACTOR,KOMATSU GE0647",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,16963,-5923.69,0
81,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM03,431395386,RD18 RP Contactor fault,13/06/2014,15/06/2014,3131.01.04.74-TK018,3131.01.04.74-TK018,407458944,13.06.2014 07:15:52 Lachlan King (KINGLA91) RD18 RP1 contactor fault on inspection found contactor melted shut and major damage to contactor will need to be replaced.   Define work requirements; including known materials specialist labour special tools that are required:  1 x Electrician 4 hrs  1 x RP Contactor (10369098)  Note: Couldn't remove arc chute due to damage new contactor should come with arc chute if not will need a new one.   *     *    ,10369098,"CONTACTOR,KOMATSU GE0647",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,16963,-5923.69,0
